# ASCII text file containing parameters from LOADEST regression models for water-quality constituents 
# (excluding pesticides) analyzed by the USGS National Stream Quality Accounting Network (1996-2000) 
# File is tab-delimited; missing fields are denoted by a period (.)
# The first header contains column names
# The second header contains column formats
# Basin = Basin code
#            miss = Mississippi Basin
#            riog = Rio Grande Basin
#            colo = Colorado Basin
#            colum = Columbia Basin
# Station = Water-quality station number
# Begin = First water year of model period (September-October)
#   Note that the last water year of model period is always 2000
# Parameter = WATSTORE code
# Model = TRUE where data were sufficient for LOADEST to generate a model; 
#         FALSE where data were insufficient for LOADEST to generate a model
# Convergence obtained when successive parameter estimates differ by less than a given tolerance (see Methods for details)
# Converge = TRUE where data were sufficient for LOADEST model to converge;
#            FALSE where data were insufficient for LOADEST model to converge
# N obs = Total number of observations
# N detects = Number of uncensored values
# Mean = Mean load for model period, in pounds per day
# Std = Standard deviation for model period, in pounds per day
# Remaining columns contain parameters as appropriate for regression models from LOADEST
# Units for flow = cubic feet per second
# Flow coefficients relate to median-centered flow, to reduct multicolinearity of flow and squared flow terms
# Median flow is calculated for each solute, based on flow values for days where there is a non-missing concentration
# The median-centered flow is then calculated by:  ln(mean daily flow) minus ln(median flow)
# Note that, because of missing values for individual solutes, the median flow may vary by solute for the same station
# Dectime defined as fractional calendar year minus 1995, i.e. normalized to 1995
#
Basin	Station	Begin	Parameter	Model	Converge	N obs	N detects	Mean	Std	Intercept	ln(flow)	ln(flow)**2	sin(dectime*2*pi)	cos(dectime*2*pi)	dectime
miss	05330000	1996	00925	TRUE	TRUE	40	40	1300000	48000	14.149	0.86108	0	0	0	0
miss	05330000	1996	00930	TRUE	TRUE	40	40	590000	20000	13.374	0.65316	0	0	0	0
miss	05330000	1996	00935	TRUE	TRUE	40	40	150000	3800	12.11	0.94722	0.043433	0	0	-0.080568
miss	05330000	1996	00940	TRUE	TRUE	40	40	740000	23000	13.365	0.72499	0	0.012714	0.11296	0.08604
miss	05330000	1996	00945	TRUE	TRUE	40	40	5000000	290000	15.418	0.88429	0	0	0	0
miss	05330000	1996	00950	TRUE	TRUE	40	40	13000	400	9.2457	1.0318	-0.067261	-0.071749	0.078147	0.10254
miss	05330000	1996	00955	TRUE	TRUE	40	40	630000	34000	13.117	1.0619	0	-0.1784	0.16497	0.091959
miss	05330000	1996	01000	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01005	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01010	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01020	FALSE	FALSE	1	1	.	.	.	.	.	.	.	.
miss	05330000	1996	01025	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01030	FALSE	FALSE	2	1	.	.	.	.	.	.	.	.
miss	05330000	1996	01035	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01040	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01046	TRUE	TRUE	40	17	300	75	5.1972	0.94247	0	0.66866	0.56653	0
miss	05330000	1996	01049	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01056	TRUE	TRUE	40	29	970	680	5.4444	0.57866	0.40268	0.6822	1.4748	0
miss	05330000	1996	01060	FALSE	FALSE	2	1	.	.	.	.	.	.	.	.
miss	05330000	1996	01065	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01075	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01080	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01085	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01095	FALSE	FALSE	1	0	.	.	.	.	.	.	.	.
miss	05330000	1996	01106	FALSE	FALSE	2	1	.	.	.	.	.	.	.	.
miss	05330000	1996	01130	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	01145	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05330000	1996	22703	FALSE	FALSE	1	1	.	.	.	.	.	.	.	.
miss	05330000	1996	29801	FALSE	FALSE	1	1	.	.	.	.	.	.	.	.
miss	05330000	1996	39086	TRUE	TRUE	40	40	8000000	210000	15.998	0.86749	-0.041032	0.0413	0.080084	0
miss	05330000	1996	70300	TRUE	TRUE	40	40	19000000	640000	16.774	0.89026	0	0	0	0
miss	05330000	1996	80154	TRUE	TRUE	39	39	9200000	1000000	15.402	1.2816	-0.24472	0	0	0.16738
miss	05331580	1996	00452	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05331580	1996	00453	TRUE	TRUE	55	55	21000000	420000	16.764	0.87741	-0.053062	0.079109	-0.01169	-0.029638
miss	05331580	1996	00608	TRUE	TRUE	54	46	13000	1900	8.7578	0.75414	0	0.43043	0.56082	0
miss	05331580	1996	00613	TRUE	TRUE	54	54	4100	310	7.9991	0.42714	0.17417	0.30712	-0.15601	0
miss	05331580	1996	00623	TRUE	TRUE	54	54	74000	2300	10.937	1.054	0	0.093614	0.081696	0
miss	05331580	1996	00625	TRUE	TRUE	54	53	110000	3300	11.303	1.1228	0	0	0	0
miss	05331580	1996	00631	TRUE	TRUE	54	54	260000	30000	11.892	1.3206	0	0	0	0
miss	05331580	1996	00665	TRUE	TRUE	54	53	20000	790	9.5275	1.0054	0.13534	-0.14342	-0.084749	0
miss	05331580	1996	00666	TRUE	TRUE	54	52	9800	630	8.9285	0.63942	0	0	0	0
miss	05331580	1996	00671	TRUE	TRUE	54	52	8900	560	8.7748	0.46184	0.20485	0	0	0
miss	05331580	1996	00915	TRUE	TRUE	55	55	5800000	150000	15.432	0.97904	-0.063368	0.081513	-0.033753	-0.028241
miss	05331580	1996	00925	TRUE	TRUE	55	55	2300000	75000	14.535	0.93071	-0.065311	0.078467	-0.079391	-0.03675
miss	05331580	1996	00930	TRUE	TRUE	55	55	1600000	37000	14.095	0.61058	0	0.025164	0.10846	0.024917
miss	05331580	1996	00935	TRUE	TRUE	56	55	340000	13000	12.438	0.96954	0	0	0	0
miss	05331580	1996	00940	TRUE	TRUE	56	56	2100000	50000	14.395	0.63392	0	0.040809	0.1012	0.026944
miss	05331580	1996	00945	TRUE	TRUE	56	56	5900000	320000	15.608	0.92072	0	0.18583	-0.17551	-0.10646
miss	05331580	1996	00950	TRUE	TRUE	56	54	24000	800	10.067	0.87744	0	-0.0029849	-0.18002	-0.072906
miss	05331580	1996	00955	TRUE	TRUE	55	55	1200000	46000	13.674	1.0942	0	-0.17999	0.0047917	0
miss	05331580	1996	01000	FALSE	FALSE	4	2	.	.	.	.	.	.	.	.
miss	05331580	1996	01005	FALSE	FALSE	4	4	.	.	.	.	.	.	.	.
miss	05331580	1996	01010	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01020	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05331580	1996	01025	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01030	FALSE	FALSE	4	1	.	.	.	.	.	.	.	.
miss	05331580	1996	01035	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01040	FALSE	FALSE	4	4	.	.	.	.	.	.	.	.
miss	05331580	1996	01046	TRUE	TRUE	55	43	5300	1600	7.3336	1.6164	0	0.29876	1.1096	0
miss	05331580	1996	01049	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01056	TRUE	TRUE	55	49	3500	520	7.0656	1.0124	0	0.952	0.97999	0
miss	05331580	1996	01060	FALSE	FALSE	4	2	.	.	.	.	.	.	.	.
miss	05331580	1996	01065	FALSE	FALSE	4	4	.	.	.	.	.	.	.	.
miss	05331580	1996	01075	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01080	FALSE	FALSE	4	4	.	.	.	.	.	.	.	.
miss	05331580	1996	01085	FALSE	FALSE	4	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01095	FALSE	FALSE	2	0	.	.	.	.	.	.	.	.
miss	05331580	1996	01106	FALSE	FALSE	4	3	.	.	.	.	.	.	.	.
miss	05331580	1996	01130	FALSE	FALSE	4	4	.	.	.	.	.	.	.	.
miss	05331580	1996	01145	FALSE	FALSE	4	1	.	.	.	.	.	.	.	.
miss	05331580	1996	22703	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05331580	1996	29801	FALSE	FALSE	2	2	.	.	.	.	.	.	.	.
miss	05331580	1996	39086	TRUE	TRUE	55	55	17000000	350000	16.57	0.87743	-0.053947	0.078231	-0.011864	-0.030215
miss	05331580	1996	70300	TRUE	TRUE	56	56	33000000	890000	17.111	0.89757	0	0.073328	-0.057465	0
miss	05331580	1996	80154	TRUE	TRUE	51	51	6200000	1000000	14.582	1.8211	0	-0.4331	-0.74619	0
miss	05420500	1996	00452	FALSE	FALSE	9	9	.	.	.	.	.	.	.	.
miss	05420500	1996	00453	TRUE	TRUE	63	63	54000000	850000	17.819	1.0524	-0.25801	-0.10302	0.031113	0.018487
miss	05420500	1996	00608	TRUE	TRUE	62	48	30000	3000	9.7854	0.9993	0	0	0	0
miss	05420500	1996	00613	TRUE	TRUE	62	59	12000	1100	8.9123	1.5205	0	-0.10423	-0.61017	0
miss	05420500	1996	00623	TRUE	TRUE	61	61	170000	4700	12.059	1.1158	-0.18097	0	0	0
miss	05420500	1996	00625	TRUE	TRUE	62	61	260000	8100	12.359	1.1334	0	0.0038153	-0.17846	0
miss	05420500	1996	00631	TRUE	TRUE	62	62	550000	41000	12.717	2.0717	-0.78189	-0.2337	0.32112	0.16425
miss	05420500	1996	00665	TRUE	TRUE	62	62	48000	2600	10.247	1.4709	0	-0.30047	-0.34209	0.10174
miss	05420500	1996	00666	TRUE	TRUE	62	59	26000	2300	9.602	1.5518	0	-0.73391	-0.077889	0.095489
miss	05420500	1996	00671	TRUE	TRUE	62	60	26000	4600	9.5918	1.911	0	-1.1616	-0.0015364	0
miss	05420500	1996	00915	TRUE	TRUE	63	63	12000000	180000	16.398	0.96818	-0.22138	0	0	0
miss	05420500	1996	00925	TRUE	TRUE	63	63	5300000	86000	15.556	0.85151	-0.24432	0	0	0
miss	05420500	1996	00930	TRUE	TRUE	63	63	2900000	42000	14.878	0.85261	-0.2073	0.064636	0.12048	0.018125
miss	05420500	1996	00935	TRUE	TRUE	63	63	840000	23000	13.587	1.2044	0	0.057586	0.12401	0
miss	05420500	1996	00940	TRUE	TRUE	63	63	4400000	56000	15.315	0.92066	-0.19916	0.046687	0.11387	0.014709
miss	05420500	1996	00945	TRUE	TRUE	63	63	8400000	320000	16.244	0.92549	-0.32364	0.082566	-0.21515	-0.092055
miss	05420500	1996	00950	TRUE	TRUE	63	57	46000	1600	10.852	1.0382	-0.16704	-0.15804	-0.11965	-0.037352
miss	05420500	1996	00955	TRUE	TRUE	63	63	3200000	370000	14.671	2.1702	0	-0.72807	0.54234	0
miss	05420500	1996	01000	TRUE	TRUE	62	28	350	24	-68.567	0.6096	0	-0.08801	-0.31935	0.037197
miss	05420500	1996	01005	TRUE	TRUE	39	39	13000	620	9.3263	1.1663	0	-0.10871	-0.14746	0
miss	05420500	1996	01010	FALSE	FALSE	38	0	.	.	.	.	.	.	.	.
miss	05420500	1996	01020	TRUE	TRUE	62	62	7700	160	8.9945	1.0779	-0.21587	-0.16151	-0.14702	0
miss	05420500	1996	01025	FALSE	FALSE	38	0	.	.	.	.	.	.	.	.
miss	05420500	1996	01030	TRUE	TRUE	38	22	770	120	6.5337	1.3805	0	0	0	-0.14036
miss	05420500	1996	01035	FALSE	FALSE	39	0	.	.	.	.	.	.	.	.
miss	05420500	1996	01040	TRUE	TRUE	38	30	500	50	5.9814	1.0973	0	0	0	0
miss	05420500	1996	01046	TRUE	TRUE	63	46	13000	1700	9.672	1.2692	0.53596	0.74993	0.92654	-0.3348
miss	05420500	1996	01049	FALSE	FALSE	38	1	.	.	.	.	.	.	.	.
miss	05420500	1996	01056	TRUE	TRUE	40	38	2600	510	8.2593	1.5403	-0.49966	-0.087157	0.50456	-0.22137
miss	05420500	1996	01060	TRUE	TRUE	39	25	360	11	5.8056	1.0773	-0.1947	-0.088753	-0.1329	0
miss	05420500	1996	01065	TRUE	TRUE	39	38	470	15	5.8404	0.91259	0	-0.085686	-0.2315	0.059554
miss	05420500	1996	01075	FALSE	FALSE	39	0	.	.	.	.	.	.	.	.
miss	05420500	1996	01080	TRUE	TRUE	63	63	27000	520	10.384	1.0011	-0.25962	-0.052763	-0.1035	-0.037996
miss	05420500	1996	01085	FALSE	FALSE	63	2	.	.	.	.	.	.	.	.
miss	05420500	1996	01095	FALSE	FALSE	38	0	.	.	.	.	.	.	.	.
miss	05420500	1996	01106	TRUE	TRUE	39	36	1200	190	7.3807	0.53663	0	0.27242	-0.41795	-0.23041
miss	05420500	1996	01130	TRUE	TRUE	63	54	1900	89	7.767	1.1227	-0.413	-0.072966	-0.24977	-0.087092
miss	05420500	1996	01145	FALSE	FALSE	63	4	.	.	.	.	.	.	.	.
miss	05420500	1996	22703	TRUE	TRUE	37	29	490	38	6.4002	1.0419	-0.27499	0.12225	-0.36118	-0.11855
miss	05420500	1996	29801	TRUE	TRUE	62	62	46000000	560000	17.671	0.92857	-0.18091	-0.071122	0.021334	0.018251
miss	05420500	1996	39086	TRUE	TRUE	62	62	45000000	730000	17.72	0.98548	-0.27607	-0.077292	0.02019	0
miss	05420500	1996	70300	TRUE	TRUE	63	63	73000000	1100000	18.164	0.99063	-0.22169	0	0	0
miss	05420500	1996	80154	TRUE	TRUE	62	62	22000000	3700000	16.041	1.7916	0.27732	-0.022299	-0.37907	0.10226
miss	05587455	1997	00452	FALSE	FALSE	6	6	.	.	.	.	.	.	.	.
miss	05587455	1997	00453	TRUE	TRUE	52	52	120000000	2800000	18.669	0.89704	-0.099692	0	0	0
miss	05587455	1997	00608	TRUE	TRUE	57	31	46000	7300	10.834	1.7262	-0.42452	-0.058054	0.78552	-0.21137
miss	05587455	1997	00613	TRUE	TRUE	57	56	28000	2200	10.247	0.82319	-0.33448	0.24531	-0.64702	-0.088718
miss	05587455	1997	00623	TRUE	TRUE	54	54	330000	15000	12.693	1.1002	0	0	0	0
miss	05587455	1997	00625	TRUE	TRUE	57	56	710000	46000	13.163	1.3301	0.40037	0	0	0
miss	05587455	1997	00631	TRUE	TRUE	57	57	2400000	120000	14.528	1.4133	-0.24748	0.23207	-0.019699	0
miss	05587455	1997	00665	TRUE	TRUE	57	55	190000	12000	11.884	1.4767	0	0	0	0
miss	05587455	1997	00666	TRUE	TRUE	57	57	75000	2700	10.98	1.3167	0	-0.30713	0.081786	0.078921
miss	05587455	1997	00671	TRUE	TRUE	57	57	68000	3000	11.047	1.482	0	-0.38678	0.05588	0
miss	05587455	1997	00915	TRUE	TRUE	57	57	32000000	570000	17.227	0.95467	-0.08635	0.054369	0.004991	0.027787
miss	05587455	1997	00925	TRUE	TRUE	57	57	13000000	230000	16.294	0.88162	-0.081616	0	0	0.042645
miss	05587455	1997	00930	TRUE	TRUE	57	57	10000000	230000	15.957	0.65323	-0.11296	0.18219	0.16269	0.0816
miss	05587455	1997	00935	TRUE	TRUE	57	57	2000000	58000	14.708	1.0301	0	0	0	-0.090658
miss	05587455	1997	00940	TRUE	TRUE	57	57	16000000	380000	16.48	0.68928	-0.1695	0.23375	0.15364	0.067766
miss	05587455	1997	00945	TRUE	TRUE	57	57	23000000	530000	16.953	0.79775	-0.10694	0.14294	-0.035486	0
miss	05587455	1997	00950	TRUE	TRUE	57	56	140000	3500	11.85	0.96207	0	0	0	0
miss	05587455	1997	00955	TRUE	TRUE	57	57	5600000	240000	15.387	1.7691	0	-0.26467	0.27317	0
miss	05587455	1997	01000	FALSE	FALSE	8	5	.	.	.	.	.	.	.	.
miss	05587455	1997	01005	TRUE	TRUE	16	16	76000	27000	10.033	0.94136	0	0	0	0.4822
miss	05587455	1997	01010	FALSE	FALSE	5	0	.	.	.	.	.	.	.	.
miss	05587455	1997	01020	FALSE	FALSE	8	8	.	.	.	.	.	.	.	.
miss	05587455	1997	01025	FALSE	FALSE	8	0	.	.	.	.	.	.	.	.
miss	05587455	1997	01030	FALSE	FALSE	5	4	.	.	.	.	.	.	.	.
miss	05587455	1997	01035	FALSE	FALSE	16	0	.	.	.	.	.	.	.	.
miss	05587455	1997	01040	FALSE	FALSE	8	5	.	.	.	.	.	.	.	.
miss	05587455	1997	01046	TRUE	TRUE	22	19	31000	8100	10.106	1.8544	0	0	0	0
miss	05587455	1997	01049	FALSE	FALSE	8	0	.	.	.	.	.	.	.	.
miss	05587455	1997	01056	TRUE	TRUE	19	18	4100	1100	8.1775	1.3522	0	0.26308	0.56563	0
miss	05587455	1997	01060	FALSE	FALSE	16	5	.	.	.	.	.	.	.	.
miss	05587455	1997	01065	TRUE	TRUE	16	14	1900	370	6.3775	0.60305	0	0.26056	0.15585	0.44089
miss	05587455	1997	01075	FALSE	FALSE	16	0	.	.	.	.	.	.	.	.
miss	05587455	1997	01080	TRUE	TRUE	19	19	84000	6900	11.391	0.81718	0	0	0	0.089398
miss	05587455	1997	01085	FALSE	FALSE	19	1	.	.	.	.	.	.	.	.
miss	05587455	1997	01095	FALSE	FALSE	5	1	.	.	.	.	.	.	.	.
miss	05587455	1997	01106	TRUE	TRUE	19	15	30000	8500	8.9877	1.281	0	0	0	0.28922
miss	05587455	1997	01130	TRUE	TRUE	19	15	3500	200	8.3439	0.71451	0	0.067807	-0.21608	0
miss	05587455	1997	01145	FALSE	FALSE	19	2	.	.	.	.	.	.	.	.
miss	05587455	1997	22703	FALSE	FALSE	5	5	.	.	.	.	.	.	.	.
miss	05587455	1997	29801	FALSE	FALSE	9	9	.	.	.	.	.	.	.	.
miss	05587455	1997	39086	TRUE	TRUE	52	52	100000000	2400000	18.444	0.89449	0	0	0	0
miss	05587455	1997	70300	TRUE	TRUE	54	54	190000000	4500000	19.018	0.9182	-0.098482	0.084185	0.02395	0.038007
miss	05587455	1997	80154	TRUE	TRUE	53	53	130000000	13000000	342.25	2.1279	-0.36548	0	0	-0.162
miss	06185500	1997	00452	TRUE	TRUE	26	25	250000	200000	12.377	0.51837	-1.136	0	0	0
miss	06185500	1997	00453	TRUE	TRUE	35	35	11000000	230000	16.226	0.83125	-0.1433	0	0	-0.031769
miss	06185500	1997	00608	TRUE	TRUE	35	23	1900	460	8.3104	0.99153	0	0	0	-0.66641
miss	06185500	1997	00613	TRUE	TRUE	35	16	430	140	7.5234	0.81931	0	0	0	-0.88705
miss	06185500	1997	00623	TRUE	TRUE	35	29	14000	2300	9.2365	1.6062	0	0.30498	0.035025	0
miss	06185500	1997	00625	TRUE	TRUE	35	34	27000	3900	9.9016	1.564	0	0.33628	0.057976	0
miss	06185500	1997	00631	TRUE	TRUE	35	18	6000	1600	9.3634	1.6103	0	0	0	-0.75321
miss	06185500	1997	00665	TRUE	TRUE	35	34	7500	1300	7.1208	1.8827	1.1556	0.39704	-0.43266	0.40744
miss	06185500	1997	00666	TRUE	TRUE	35	19	960	140	6.4607	1.1729	0	0	0	0
miss	06185500	1997	00671	TRUE	TRUE	34	34	560	46	6.0658	1.4606	0	0	0	0
miss	06185500	1997	00915	TRUE	TRUE	35	35	2800000	85000	14.903	0.79905	-0.22375	-0.082104	-0.031609	-0.033861
miss	06185500	1997	00925	TRUE	TRUE	35	35	1200000	27000	14.088	0.79438	-0.23853	0	0	-0.053972
miss	06185500	1997	00930	TRUE	TRUE	35	35	2800000	85000	14.956	0.7609	0	0.083551	-0.070686	-0.074977
miss	06185500	1997	00935	TRUE	TRUE	35	35	230000	7800	12.428	0.96245	0	0.10975	-0.047576	-0.060302
miss	06185500	1997	00940	TRUE	TRUE	35	35	490000	13000	13.214	0.78403	-0.28744	0	0	-0.05441
miss	06185500	1997	00945	TRUE	TRUE	35	35	8300000	240000	16.087	0.80842	-0.21413	0	0	-0.075487
miss	06185500	1997	00950	TRUE	TRUE	35	35	39000	1700	10.516	0.84102	-0.27771	-0.11332	-0.052898	0
miss	06185500	1997	00955	TRUE	TRUE	35	35	390000	6700	12.643	1.0054	0.10052	-0.043199	-0.0076208	0.043977
miss	06185500	1997	01000	TRUE	TRUE	35	35	140	4	4.7448	1.184	-0.49725	0	0	0.052169
miss	06185500	1997	01005	TRUE	TRUE	24	24	2200	55	7.6923	0.8106	0	-0.059326	-0.086364	0
miss	06185500	1997	01010	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01020	TRUE	TRUE	35	35	5500	140	8.6498	0.79114	0	0.060524	-0.073443	-0.038083
miss	06185500	1997	01025	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01030	TRUE	TRUE	24	19	120	9	5.6284	0.37869	0	0	0	-0.38782
miss	06185500	1997	01035	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01040	TRUE	TRUE	24	24	140	8	4.9337	1.0348	0	0	0	0
miss	06185500	1997	01046	FALSE	FALSE	34	4	.	.	.	.	.	.	.	.
miss	06185500	1997	01049	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01056	TRUE	TRUE	24	14	120	22	4.8193	1.9041	0	0.72072	0.56655	-0.19986
miss	06185500	1997	01060	TRUE	TRUE	24	24	160	4	5.0947	0.86315	0	-0.099029	-0.020519	0
miss	06185500	1997	01065	TRUE	TRUE	24	24	110	6	4.6074	1.3751	0	0.26244	-0.041314	0
miss	06185500	1997	01075	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01080	TRUE	TRUE	35	35	26000	780	10.216	0.81487	-0.20754	-0.068932	-0.049953	-0.034879
miss	06185500	1997	01085	FALSE	FALSE	35	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01095	FALSE	FALSE	24	0	.	.	.	.	.	.	.	.
miss	06185500	1997	01106	TRUE	TRUE	24	21	120	16	3.9412	1.4604	0	0	0	0.25882
miss	06185500	1997	01130	TRUE	TRUE	35	35	2900	98	7.9036	0.88278	-0.19075	-0.059607	-0.085055	0
miss	06185500	1997	01145	FALSE	FALSE	35	4	.	.	.	.	.	.	.	.
miss	06185500	1997	22703	TRUE	TRUE	24	24	150	6	5.1472	0.69393	0	-0.085777	-0.060245	-0.043215
miss	06185500	1997	29801	TRUE	TRUE	35	35	9500000	160000	16.112	0.78844	-0.15535	0	0	-0.034804
miss	06185500	1997	39086	TRUE	TRUE	35	35	9100000	180000	16.058	0.80372	-0.16905	0	0	-0.027897
miss	06185500	1997	70300	TRUE	TRUE	35	35	23000000	450000	17.028	0.81097	-0.13985	0	0	-0.050946
miss	06185500	1997	80154	TRUE	TRUE	35	35	19000000	4500000	16.208	1.8903	0.77587	0.2649	-0.32684	0
miss	06329500	1996	00452	TRUE	TRUE	35	32	300000	26000	12.639	0.68379	-0.93196	0	0	0
miss	06329500	1996	00453	TRUE	TRUE	64	64	11000000	280000	16.255	0.68425	0	0.10385	0.086553	-0.035287
miss	06329500	1996	00608	TRUE	TRUE	65	41	3300	610	8.1406	1.0813	0	0.52368	0.38488	-0.47243
miss	06329500	1996	00613	TRUE	TRUE	65	30	860	150	6.9721	1.1252	0	0.41306	0.14345	-0.44506
miss	06329500	1996	00623	TRUE	TRUE	65	51	15000	1200	9.4972	0.98825	0	0.091895	0.15947	0
miss	06329500	1996	00625	TRUE	TRUE	65	65	52000	8600	10.349	1.1375	0	0.2132	-0.27039	0
miss	06329500	1996	00631	TRUE	TRUE	65	50	26000	4800	9.225	2.1939	0	0.67776	1.6058	0
miss	06329500	1996	00665	TRUE	TRUE	65	63	29000	10000	8.1979	1.7816	0	0.50171	-0.60203	0.18946
miss	06329500	1996	00666	TRUE	TRUE	65	35	890	99	6.2821	1.4704	0	0	0	0
miss	06329500	1996	00671	TRUE	TRUE	65	43	1200	250	5.4947	2.196	0	0	0	0
miss	06329500	1996	00915	TRUE	TRUE	64	64	3200000	100000	15.072	0.63222	0	0.15064	0.11611	-0.050382
miss	06329500	1996	00925	TRUE	TRUE	64	64	1200000	44000	14.101	0.51126	0	0.19285	0.11654	-0.050595
miss	06329500	1996	00930	TRUE	TRUE	64	64	3300000	140000	15.171	0.50309	-0.09308	0.18439	0.10336	-0.056649
miss	06329500	1996	00935	TRUE	TRUE	64	64	220000	9400	12.428	0.71482	-0.10304	0.073213	0.063064	-0.041977
miss	06329500	1996	00940	TRUE	TRUE	64	64	560000	18000	13.365	0.53807	-0.077423	0.24671	0.17359	-0.043647
miss	06329500	1996	00945	TRUE	TRUE	64	64	10000000	450000	16.312	0.46716	-0.085857	0.25266	0.14382	-0.069648
miss	06329500	1996	00950	TRUE	TRUE	64	64	25000	500	10.109	0.68065	0	0	0	0
miss	06329500	1996	00955	TRUE	TRUE	64	64	740000	13000	13.405	1.1689	-0.0522	0.069539	0.031275	0
miss	06329500	1996	01000	TRUE	TRUE	60	60	290	10	5.5963	0.81273	0	-0.093081	-0.099492	0
miss	06329500	1996	01005	TRUE	TRUE	51	51	3100	55	8.1224	0.7436	0.048764	0	0	-0.041404
miss	06329500	1996	01010	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01020	TRUE	TRUE	54	54	7500	190	8.984	0.54692	0	0.071796	0.14572	0
miss	06329500	1996	01025	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01030	TRUE	TRUE	51	25	170	27	5.1539	0.93252	-0.1824	0	0	-0.1861
miss	06329500	1996	01035	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01040	TRUE	TRUE	51	49	150	6	5.2337	0.68051	0	0.12573	-0.20668	-0.14673
miss	06329500	1996	01046	TRUE	TRUE	63	10	520	140	5.7658	2.0899	0	-0.005585	1.423	0
miss	06329500	1996	01049	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01056	TRUE	TRUE	55	33	210	27	5.1362	0.74765	0.23335	0.03868	0.91743	-0.036726
miss	06329500	1996	01060	TRUE	TRUE	51	49	120	3	4.8729	0.68276	0	0	0	-0.032793
miss	06329500	1996	01065	TRUE	TRUE	51	41	120	9	4.6499	0.89046	0	0	0	0
miss	06329500	1996	01075	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01080	TRUE	TRUE	54	54	32000	1500	10.547	0.57397	0	0.17343	0.17132	-0.05384
miss	06329500	1996	01085	FALSE	FALSE	54	4	.	.	.	.	.	.	.	.
miss	06329500	1996	01095	FALSE	FALSE	51	0	.	.	.	.	.	.	.	.
miss	06329500	1996	01106	TRUE	TRUE	51	47	380	36	4.8587	1.7599	-0.25951	-0.097738	-0.54891	0.20625
miss	06329500	1996	01130	TRUE	TRUE	54	54	2100	65	7.7292	0.58983	-0.077182	0.10607	0.097565	0
miss	06329500	1996	01145	TRUE	TRUE	60	24	83	5	4.2256	0.86867	0	0.025859	0.071311	0.047203
miss	06329500	1996	22703	TRUE	TRUE	51	51	210	9	5.5258	0.4926	0	0.13586	0.14571	-0.069316
miss	06329500	1996	29801	TRUE	TRUE	61	61	9600000	240000	16.203	0.6714	0	0.084192	0.13413	-0.048294
miss	06329500	1996	39086	TRUE	TRUE	64	64	9000000	240000	16.096	0.65261	0	0.093298	0.065669	-0.038355
miss	06329500	1996	70300	TRUE	TRUE	63	63	27000000	840000	17.204	0.56302	0	0.19571	0.13222	-0.057764
miss	06329500	1996	80154	TRUE	TRUE	65	65	73000000	28000000	16.181	1.823	0	0.55651	-0.71601	0
miss	06338490	1997	00452	FALSE	FALSE	3	3	.	.	.	.	.	.	.	.
